dates,stationid,temperature,humidity,pressure,rain,lightavgw/o0,lightmax,moisture
25-08-2018,t7,21.7381,99,1004.1669047619,0,245.0833,4000,52.1667
26-08-2018,t7,23.40625,99,1003.7805208333,0,695.8689,4000,51.6354
28-08-2018,t7,25.59155,99,1007.6809859155,951.75,2069.2791,5620,54
29-08-2018,t7,22.91176,99,1008.1623529412,281.25,813.88,4000,53.875
30-08-2018,t7,23.07407,99,1005.6774814815,684,1314.6579,5862,53.4741
31-08-2018,t7,22.49254,99,1006.292761194,463.5,1034.2778,4000,53.1119
01-09-2018,t7,23.13235,99,1007.9526470588,420.75,1053.5333,4000,53.2941
02-09-2018,t7,21.43636,99,1007.7725454545,119.25,654.0606,4000,53
20-09-2018,t7,24.70455,96.13636,1012.6020454545,0,151,4000,51.9091
21-09-2018,t7,23.84615,96.05594,1014.2702097902,1329.75,624.8442,4000,53
22-09-2018,t7,17.39716,99,1014.8518439716,0,624.8442,4000,52.6383
23-09-2018,t7,17.04196,99,1013.2671328671,0,624.8442,4000,52
24-09-2018,t7,15.6993,99,1011.5551748252,0,624.8442,4000,51.9231
25-09-2018,t7,22.04225,95.30282,1011.7776760563,173.25,624.8442,4000,52
26-09-2018,t7,23.72727,90.46154,1011.4785314685,211.5,624.8442,4000,51.2867
27-09-2018,t7,17.01852,99,1011.772037037,45,368.85,4000,52.3519
28-09-2018,t7,18.69697,99,1014.2315151515,0,1,4000,0
29-09-2018,t7,17.81111,99,1014.4527777778,51.75,498.625,4000,0.0667
30-09-2018,t7,17.03175,98.98413,1013.5355555556,173.25,618.5517,4000,0
08-11-2018,t7,23,63.2,1079.162,0,53,4000,0
29-06-2018,t8,25.66667,82.66667,990,0,350,4000,0
10-07-2018,t8,13,31,992.6545833333,0,14451.2727,39305,24.9792
11-07-2018,t8,15,51,1010.3566666667,1300.5,0,4000,0
12-07-2018,t8,18.33333,77.25,999.7183333333,0,15609.4286,54612,64
15-07-2018,t8,22.9375,79.04688,990,326.25,6425.2195,21435,77.9063
18-07-2018,t8,21.54286,95.6,984.0891428571,54,758.2222,4000,84.8
19-07-2018,t8,25.47887,85.52817,1015.2747183099,37928.25,4017.125,12938,92.6549
20-07-2018,t8,24.68531,90.43357,1014.6746853147,26178.75,3090.8721,12038,80.1678
21-07-2018,t8,23.86713,95.11888,1014.6778321678,114.75,2155.3256,13044,76.3007
22-07-2018,t8,22.76761,98.40845,1015.5286619718,3138.75,1369.5977,6499,56.0352
23-07-2018,t8,24.36207,91.47414,1015.43,3449.25,2361.3023,11920,60.8448
24-07-2018,t8,22.31325,99,1016.528313253,621,853.931,4000,15.1566
25-07-2018,t8,23.77083,95.53472,1014.7765972222,18884.25,1913.2674,6570,8.0903
26-07-2018,t8,21.58779,99,1015.544351145,1818,539.1781,4000,20.2366
27-07-2018,t8,21.59028,98.99306,1015.6640277778,783,916.6163,4000,34.0972
28-07-2018,t8,22,99,1016.2404938272,9765,1058.9091,4000,47.8642
30-07-2018,t8,24.83333,82.45455,1014.2768181818,2.25,711.95,4000,69
31-07-2018,t8,24.32394,91.50704,1014.9179577465,18976.5,2779.3214,10505,57.7324
01-08-2018,t8,24.65041,84.87805,1015.5138211382,30393,2983.2471,4000,23.6911
03-08-2018,t8,26.375,89.625,1005.27375,0,738.5,4000,90.125
04-08-2018,t8,22.4023,97.87356,1006.3251724138,949.5,1160.1818,6056,89.8276
05-08-2018,t8,20.39326,99,1006.2658426966,99,337.8113,4000,90
06-08-2018,t8,19.7,99,1006.1043333333,0,252.625,4000,75.65
07-08-2018,t8,19.35484,99,1007.9798924731,0,497.2037,4000,73.4086
08-08-2018,t8,23.23077,93.87912,1009.3791208791,2814.75,2023.5472,6374,57.3846
09-08-2018,t8,22.63043,93.58696,1011.9754347826,0,2865.2632,8276,0
10-08-2018,t8,21.36364,99,1011.3536363636,0,634.6667,4000,0
12-08-2018,t8,22.11111,98.77778,1001.9166666667,0,452,4000,0
13-08-2018,t8,23.84783,98.76087,1005.2819565217,0,1681.3333,4223,0
14-08-2018,t8,24.48438,91.51563,1005.84921875,0,2543.8478,8342,0
25-08-2018,t8,22.73438,99,997.80171875,9,1208.0571,4000,93.7969
26-08-2018,t8,23.73381,92.84892,1008.1257553957,438.75,2874,8223,96.2518
27-08-2018,t8,25.52482,84.83688,1010.2879432624,1559.25,4047.358,9098,96.7943
28-08-2018,t8,25.34043,87.46099,1011.4612056738,1039.5,3923.5897,9965,96.9149
29-08-2018,t8,23.77305,95.33333,1012.3292198582,405,2618.3671,8942,96.9929
30-08-2018,t8,23.67626,96.64748,1009.8183453237,582.75,2605.4875,8499,96.9856
31-08-2018,t8,23.00741,95.22222,1010.5239259259,83.25,2377.5733,8316,96.9407
01-09-2018,t8,23.68382,97.98529,1012.2523529412,234,2548.3924,9162,97
02-09-2018,t8,21.70504,98.96403,1012.2527338129,15.75,1317.2949,4573,97
03-09-2018,t8,22.13571,98.55,1012.2766428571,18,1631.5769,6634,97
04-09-2018,t8,22.66906,96.82014,1012.8994244604,666,2830.8608,10007,97
05-09-2018,t8,23.22857,98.28571,1012.1287857143,625.5,2704.7632,8130,97
06-09-2018,t8,25.02878,89.89209,1012.2551079137,1365.75,3691.28,9674,97
07-09-2018,t8,23.82482,89.64234,1014.576350365,1129.5,3652.6533,10290,97
08-09-2018,t8,23.13043,94.02899,1015.0034782609,587.25,2339.4156,7623,97
09-09-2018,t8,23.13571,96.58571,1016.0180714286,524.25,2594.3421,8320,97
10-09-2018,t8,23.26429,96.76429,1016.6715,317.25,2559.3289,8002,97
11-09-2018,t8,23.04412,97.01471,1015.6753676471,492.75,2665.5974,9579,97
12-09-2018,t8,22.80851,91.24113,1012.6973758865,920.25,3804.9342,9295,97.0142
13-09-2018,t8,21.6875,97.88281,1012.34515625,218.25,2474.32,9375,96.9609
14-09-2018,t8,22,86.6383,1015.2915602837,1158.75,3761.6184,9674,97.078
15-09-2018,t8,21.49296,93.75352,1017.0145070423,105.75,2837.5584,6415,97.1479
16-09-2018,t8,22.71831,82.35211,1015.8103521127,2022.75,4639.1067,7972,97.2465
17-09-2018,t8,22.67832,80.05594,1015.0170629371,2009.25,4662.859,8169,97.3287
18-09-2018,t8,21.31852,78.97037,1014.9394074074,25697.25,4779.3889,8310,90.8519
19-09-2018,t8,24.06429,77.7,1014.9697857143,80000,19131.8182,54612,89.1143
20-09-2018,t8,19.61654,62.57895,1015.9216541353,82037.25,22228.9403,54612,92.8947
21-09-2018,t8,23.11972,88.14789,1018.1178169014,56319.75,16847.5844,53604,84.3732
22-09-2018,t8,17.30496,99,1018.7622695035,438.75,1464.6267,4725,83.305
23-09-2018,t8,17.05674,99,1017.204751773,285.75,1916.8,9524,80.8723
24-09-2018,t8,16.06383,99,1015.4907092199,225,1375.8026,4000,78.1915
25-09-2018,t8,20.52857,89.9,1015.5762142857,71968.5,11115.2055,54612,76.5214
26-09-2018,t8,22.87943,81.44681,1015.2910638298,80000,19219.88,54612,74.4681
27-09-2018,t8,22.59712,85.61871,1016.0976978417,80000,21606.8533,54612,76.4101
28-09-2018,t8,21.0922,92.57447,1017.1256737589,50242.5,29345.32,54612,78.6383
29-09-2018,t8,21.95652,82.65942,1018.4206521739,80000,27873.9726,54612,81.8333
30-09-2018,t8,22.02878,81.56835,1017.1126618705,80000,29247.4521,54612,79.554
01-10-2018,t8,22.21583,71.4964,1017.5398561151,80000,24249.1644,54612,76.2086
02-10-2018,t8,22.17606,58.61972,1018.8668309859,80000,45463.9348,54612,77.0915
03-10-2018,t8,21.67626,59.14388,1018.0294244604,80000,24249.1644,54612,76.0432
04-10-2018,t8,20.97163,52.95745,1020.02,80000,23827.4583,54612,79.5106
05-10-2018,t8,20.97203,47.06294,1021.4177622378,80000,23827.4583,54612,82.1888
06-10-2018,t8,21.02817,46.29577,1020.1053521127,80000,23827.4583,54612,84.7324
07-10-2018,t8,20.53147,49.30769,1019.2623076923,80000,23827.4583,54612,87.1119
08-10-2018,t8,20.60839,57.76224,1017.3641258741,80000,23827.4583,54612,86.993
09-10-2018,t8,20.87234,50.57447,1017.8484397163,80000,23827.4583,54612,85.0071
10-10-2018,t8,20.63504,46.32117,1018.3903649635,80000,23827.4583,54612,84.6569
11-10-2018,t8,17.48921,70.2518,1018.7034532374,80000,23827.4583,54612,84.0791
12-10-2018,t8,18.20863,73.5036,1019.8884892086,80000,22372.662,54612,84.3597
13-10-2018,t8,18.17986,71.82734,1019.5269064748,80000,22372.662,54612,85.7338
14-10-2018,t8,18.48227,70.85816,1018.650141844,80000,22372.662,54612,87.1206
15-10-2018,t8,18.92308,61.07692,1019.6447552448,80000,21417.6986,54612,87.7483
16-10-2018,t8,19.38462,45.17483,1020.6104895105,80000,22063.5972,54612,87.2727
17-10-2018,t8,19.8227,39.35461,1019.7092198582,80000,22697.9014,54612,87.0071
18-10-2018,t8,19.69784,42.64748,1019.2414388489,80000,42831.321,54612,87.1079
19-10-2018,t8,19.47794,40.71324,1020.44,80000,29422.3239,54612,86.7574
20-10-2018,t8,18.59155,45.50704,1022.1900704225,80000,29422.3239,54612,86.7887
21-10-2018,t8,18.17143,49.1,1022.324,80000,29422.3239,54612,86.5857
22-10-2018,t8,17.7482,45.09353,1020.7258992806,80000,29422.3239,54612,87.0576
23-10-2018,t8,17.57447,40.21277,1020.8586524823,80000,29422.3239,54612,87.1773
24-10-2018,t8,16.78947,41.13534,1021.3518796992,80000,29422.3239,54612,87.1203
25-10-2018,t8,17.94326,44.31206,1022.309929078,80000,29422.3239,54612,87.1986
26-10-2018,t8,17.84397,49.30496,1023.6714893617,80000,29422.3239,54612,87.305
27-10-2018,t8,17.92958,51.1831,1023.8090140845,80000,29422.3239,54612,87.3592
28-10-2018,t8,18.33813,54.10791,1023.3287769784,80000,29422.3239,54612,87.5324
29-10-2018,t8,18.4539,60.25532,1022.3187234043,80000,29422.3239,54612,88.0709
30-10-2018,t8,17.95,80.03571,1021.5509285714,60675.75,43040.9275,54612,88.0143
31-10-2018,t8,18.59155,77.21127,1022.8722535211,76068,29422.3239,54612,88.1831
01-11-2018,t8,17.76596,86.99291,1021.2629078014,22250.25,29422.3239,54612,88.1064
02-11-2018,t8,15.01481,80.38519,1020.5078518519,1809,29422.3239,54612,88.7111
03-11-2018,t8,12.08511,98.73759,1018.6914893617,1226.25,29422.3239,54612,87.9858
04-11-2018,t8,13.21831,98.30986,1018.8036619718,2637,10648.1014,54612,86.8732
05-11-2018,t8,14.52817,84.00704,1019.2985915493,80000,22179.8143,54221,86.9366
06-11-2018,t8,15.15603,65.51064,1019.8036879433,80000,29422.3239,54612,87.4823
07-11-2018,t8,15.72535,68.6338,1019.838943662,80000,29422.3239,54612,88.1338
08-11-2018,t8,14.61972,80.19718,1020.6747183099,80000,29422.3239,54612,88.9366
09-11-2018,t8,15.4,83.33571,1018.7162142857,80000,29422.3239,54612,89.45
10-11-2018,t8,15.49645,84.83688,1019.5380851064,80000,29422.3239,54612,90.1773
11-11-2018,t8,15.27465,77.61268,1020.735915493,80000,29422.3239,54612,90.7535
12-11-2018,t8,16.43662,53.23944,1019.9050704225,37392.75,29422.3239,54612,90.6268
13-11-2018,t8,13.82014,74.97842,1016.9197122302,1964.25,29422.3239,54612,91.3165
14-11-2018,t8,12.98592,85.47887,1017.3891549296,49725,29422.3239,54612,91.2958
15-11-2018,t8,12.23404,96.35461,1019.805035461,80000,29422.3239,54612,90.922
16-11-2018,t8,13.71831,85.22535,1017.8352816901,80000,29422.3239,54612,91.5634
17-11-2018,t8,13.16312,87.5461,1016.1087943262,71154,29422.3239,54612,91.8652
18-11-2018,t8,15.2,66.54286,1018.7869285714,80000,29422.3239,54612,92.2714
19-11-2018,t8,16.14685,65.66434,1022.0727272727,80000,29422.3239,54612,92.7203
20-11-2018,t8,16.04255,68.88652,1022.1731205674,0,29422.3239,54612,92.8582
21-11-2018,t8,15.47518,69.60993,1021.4026950355,0,29422.3239,54612,93.078
22-11-2018,t8,14.65248,76.13475,1021.8890780142,0,29422.3239,54612,93.5035
23-11-2018,t8,14.95035,69.07092,1023.9233333333,0,29422.3239,54612,93.7589
24-11-2018,t8,16.34266,59.11888,1021.4782517483,0,29422.3239,54612,93.8392
25-11-2018,t8,17.05825,52.48544,1021.869223301,4.5,29842.5286,54612,94.0097
10-07-2018,t9,25,84,1015.1055555556,0,8,4000,0
12-07-2018,t9,15.26437,57.27586,927.4593103448,20.25,8729.0588,54612,21.4253
13-07-2018,t9,20.84615,97.94872,1013.8162820513,321.75,2874.8125,14237,57.1154
15-07-2018,t9,16.06122,31,1012.4528571429,2.25,808.8,4000,69.1429
16-07-2018,t9,13.5,57,1013.7866666667,688.5,0,4000,73.6667
18-07-2018,t9,21.83333,91.38095,1012.1026190476,6.75,309.4737,4000,55.881
19-07-2018,t9,25.81752,87.0292,1014.6774452555,2.25,5998.4471,26262,58.7737
20-07-2018,t9,25.86131,88.64234,1013.8281021898,60.75,3613.7558,18320,61.3723
21-07-2018,t9,24.77941,94.01471,1013.5486029412,765,3955.4824,54612,57.9191
22-07-2018,t9,24.28889,97.35556,1014.3434444444,1125,2316.5833,7104,61.1444
23-07-2018,t9,24.26866,93.75373,1014.1613432836,868.5,3842.9221,23290,61.7836
24-07-2018,t9,23,98.36232,1014.9251449275,1107,1623.4941,8200,64.4928
25-07-2018,t9,24.72993,95.37226,1012.8848175182,405,5050.4615,54612,64.6715
26-07-2018,t9,22.56604,99,1012.4467924528,731.25,178.6471,4000,64.1698
28-07-2018,t9,20.96552,92.08621,1013.7117241379,157.5,625,4000,64.8276
29-07-2018,t9,24.26573,91.81119,1013.7292307692,12854.25,1985.1395,5645,69.1329
30-07-2018,t9,25.44366,81.44366,1012.9497183099,34879.5,1984.8929,4582,72.2958
31-07-2018,t9,24.38806,92.06716,1012.31,4610.25,1009.1139,4000,72.1791
01-08-2018,t9,23.66423,91.75182,1012.8817518248,6210,1117.875,4000,68.1752
02-08-2018,t9,24.82014,91.48921,1014.3103597122,10557,1352.6265,4024,65.9424
03-08-2018,t9,24.78723,95.21986,1014.4231205674,794.25,996.9524,4000,68.5603
04-08-2018,t9,23.62963,98.68148,1014.0707407407,3451.5,585.5467,4000,68.7556
05-08-2018,t9,21.68571,99,1013.7182142857,1536.75,127.2949,4000,69.7857
06-08-2018,t9,21.11364,99,1013.4363636364,954,140.3714,4000,70.2273
07-08-2018,t9,21.15267,99,1015.1227480916,731.25,186.8056,4000,70.2824
08-08-2018,t9,23.83784,98.11712,1016.0865765766,3312,483.64,4000,69.2883
09-08-2018,t9,27.625,92.04167,1019.3483333333,18285.75,764.3684,4000,67.5833
10-08-2018,t9,22,99,1016.1033333333,18,0,4000,70
11-08-2018,t9,22.36585,99,1013.9829268293,1926,230.7857,4000,70.122
12-08-2018,t9,25.94118,97.64706,1010.6870588235,1818,555.1176,4000,71.4118
13-08-2018,t9,21.8,99,1012.6854285714,3613.5,281.4242,4000,70.9714
14-08-2018,t9,27.7,92.6,1012.891,2893.5,746.5,4000,68.4
15-08-2018,t9,25.43434,92.30303,1016.0890909091,23474.25,430.0536,4000,71.0606
16-08-2018,t9,25.02062,96.02062,1018.6177319588,14042.25,461.322,4000,71.5464
17-08-2018,t9,23.92929,98.51515,1015.744040404,243,153.5,4000,68.5859
18-08-2018,t9,21.32787,99,1015.307704918,373.5,103.4138,4000,67.3934
19-08-2018,t9,25.73684,97.42105,1014.6886842105,3647.25,451.6579,4000,68.3158
20-08-2018,t9,25.41905,97.5619,1016.4903809524,5877,337.4533,4000,67.2952
21-08-2018,t9,22.625,98.99038,1016.3813461538,47.25,155.2909,4000,68.3365
22-08-2018,t9,21.52381,99,1016.390952381,308.25,0,4000,67.9048
23-08-2018,t9,23.54839,99,1014.6277419355,936,175.1875,4000,67.5323
24-08-2018,t9,25.12644,97.63218,1014.3567816092,10062,175.1875,4000,66.8966
25-08-2018,t9,23.43846,98.57692,1013.6188461538,2029.5,10056.35,54612,67.6769
26-08-2018,t9,23.61446,97.38554,1014.3685542169,17997.75,10056.35,54612,67.0361
27-08-2018,t9,24.99248,93.83459,1016.0045864662,29517.75,7252.8592,54612,69.0226
28-08-2018,t9,25.49206,93.69048,1017.158015873,32514.75,483.64,4000,79.4127
29-08-2018,t9,24.17647,96.78992,1018.0560504202,13943.25,483.64,4000,98.5126
30-08-2018,t9,23.7482,98.23022,1015.4272661871,4212,483.64,4000,97.9784
31-08-2018,t9,24.34314,98.16667,1016.0640196078,4691.25,483.64,4000,97.3235
01-09-2018,t9,24.06061,97.45455,1017.5141414141,7519.5,508.4085,4000,97.5152
02-09-2018,t9,22.36364,99,1017.52,2.25,217.5,4000,94.1818
03-09-2018,t9,21.64706,99,1017.5405882353,0,429.5294,4000,95
04-09-2018,t9,24.82609,96.71739,1018.1030434783,11112.75,510.4507,4000,96.0326
05-09-2018,t9,23.83571,97.85,1017.401,2821.5,483.64,4000,96.5857
06-09-2018,t9,25.31387,92.86131,1017.4110948905,33941.25,483.64,4000,95.5839
07-09-2018,t9,17.66412,59.25954,1019.8951908397,43643.25,483.64,4000,99.6947
08-09-2018,t9,24.48936,89.48227,1020.2870212766,20664,483.64,4000,99.8582
09-09-2018,t9,24.55319,93.56028,1021.3424113475,11144.25,483.64,4000,100
10-09-2018,t9,23.57447,89.75177,1022.0192907801,18587.25,483.64,4000,100
11-09-2018,t9,20.56115,78.13669,1020.9757553957,18373.5,483.64,4000,99.1367
12-09-2018,t9,21.41304,74.28261,1017.6985869565,15646.5,590.766,4000,98.2935
13-09-2018,t9,21.31915,87.67376,1017.5407092199,12915,483.64,4000,100
14-09-2018,t9,23,84.88372,1020.3862015504,49916.25,483.64,4000,99.8217
15-09-2018,t9,17.74648,64.97183,1022.2598591549,24522.75,483.64,4000,100
16-09-2018,t9,24.36879,75.88652,1020.8275886525,75105,483.64,4000,100
17-09-2018,t9,24.12319,69.30435,1019.8104347826,73417.5,483.64,4000,100
18-09-2018,t9,23.87943,74.22695,1019.9035460993,70580.25,483.64,4000,100
19-09-2018,t9,24.56522,73.86232,1019.9710869565,78126.75,483.64,4000,100
20-09-2018,t9,24.00752,73.4812,1020.9378947368,56097,483.64,4000,76.9624
21-09-2018,t9,22.60177,81.61947,1023.9728318584,6061.5,6009.4464,30888,45.1504
22-09-2018,t9,17.79381,99,1024.6145360825,0,6009.4464,30888,43.9588
23-09-2018,t9,17.96364,99,1023.1492727273,661.5,6009.4464,30888,43.5455
24-09-2018,t9,16.9,99,1021.4769285714,1946.25,6009.4464,30888,41.25
25-09-2018,t9,21.77857,92.71429,1021.4154285714,38355.75,6009.4464,30888,42.8143
26-09-2018,t9,23.64029,84.03597,1021.0039568345,55509.75,6009.4464,30888,42.6259
27-09-2018,t9,22.96324,86.88971,1022.2105147059,43974,6009.4464,30888,42.5147
28-09-2018,t9,21.25735,92.72059,1023.3317647059,6747.75,6009.4464,30888,43.5809
29-09-2018,t9,23.05263,81.00752,1024.3993233083,54843.75,6009.4464,30888,45.391
30-09-2018,t9,23.08148,78.0963,1023.0239259259,59377.5,6009.4464,30888,46.2963
01-10-2018,t9,22.6963,67.08889,1023.0851851852,58320,6009.4464,30888,47.0148
02-10-2018,t9,23.03008,59.05263,1024.2269172932,60963.75,6009.4464,30888,47.4211
03-10-2018,t9,22.99248,60.44361,1023.445037594,63342,6009.4464,30888,47.797
04-10-2018,t9,21.75714,58.46429,1025.1702142857,67378.5,6009.4464,30888,48.1286
05-10-2018,t9,22.28777,51.56835,1026.2974100719,70929,6009.4464,30888,48.705
06-10-2018,t9,22.71942,45.53237,1025.1002877698,73158.75,6009.4464,30888,49.0072
07-10-2018,t9,22.00735,50.90441,1024.4358823529,71367.75,6009.4464,30888,49.2868
08-10-2018,t9,21.62319,58.73913,1022.8984782609,73838.25,6009.4464,30888,49.8043
09-10-2018,t9,22.24286,49.10714,1023.1647857143,46732.5,6009.4464,30888,50.2643
10-10-2018,t9,22.33577,47.94891,1023.608540146,48429,6009.4464,30888,50.9124
11-10-2018,t9,19.19424,70.53237,1024.5181294964,67830.75,6009.4464,30888,51.2518
12-10-2018,t9,19.78873,66.08451,1025.6354225352,75447,6009.4464,30888,51.4718
13-10-2018,t9,18.12057,54.14184,1025.34,74646,6009.4464,30888,51.5319
14-10-2018,t9,19.88571,64.58571,1024.3607142857,75402,6009.4464,30888,51.4286
15-10-2018,t9,20.05755,59.7554,1025.1133093525,75723.75,6009.4464,30888,51.5396
16-10-2018,t9,20.55,49.15,1025.6185714286,74254.5,6009.4464,30888,51.7857
17-10-2018,t9,22.11429,38.45,1024.4506428571,75201.75,6009.4464,30888,51.9071
18-10-2018,t9,21.65734,42.81119,1024.1212587413,77044.5,6009.4464,30888,52.0979
19-10-2018,t9,21.7234,40.88652,1025.3052482269,74472.75,6009.4464,30888,52.2128
20-10-2018,t9,20.45324,44.31655,1027.1999280576,77503.5,6009.4464,30888,52.4173
21-10-2018,t9,19.75524,50.54545,1027.4921678322,78180.75,6009.4464,30888,52.8671
22-10-2018,t9,19.49645,45.87943,1025.6116312057,79915.5,6009.4464,30888,53.1986
23-10-2018,t9,19.80142,40.90071,1025.5574468085,80583.75,6009.4464,30888,53.3617
24-10-2018,t9,16.35075,38.27612,1026.0253731343,80482.5,6009.4464,30888,53.4328
25-10-2018,t9,19.32394,48.47887,1027.2702112676,79337.25,6009.4464,30888,53.8873
26-10-2018,t9,19.47857,48.96429,1028.9877857143,79317,6009.4464,30888,54.0286
27-10-2018,t9,19.05147,53.32353,1029.1780147059,70823.25,6009.4464,30888,54.0735
28-10-2018,t9,20,53.16547,1028.844676259,75638.25,6009.4464,30888,54.223
29-10-2018,t9,20.32143,55.32143,1027.9704285714,73752.75,6009.4464,30888,54.2714
30-10-2018,t9,19.61429,65.72143,1027.6551428571,65893.5,6009.4464,30888,54.3857
31-10-2018,t9,20.63971,61.25,1028.8208823529,72774,6009.4464,30888,54.5147
01-11-2018,t9,19.05185,63.71111,1027.5578518519,7773.75,6009.4464,30888,54.8
02-11-2018,t9,15.84672,62.52555,1026.677080292,1095.75,6009.4464,30888,55.6934
03-11-2018,t9,13.67391,79.41304,1025.1998550725,2340,6009.4464,30888,57.0507
04-11-2018,t9,13.71127,76.48592,1025.3267605634,12037.5,6009.4464,30888,56.3521
05-11-2018,t9,16.32857,61.22143,1024.9735,79839,6009.4464,30888,54.9
06-11-2018,t9,16.90071,54.83688,1025.0878723404,78633,6009.4464,30888,54.8156
07-11-2018,t9,17.42958,56.38028,1025.2459859155,78779.25,6009.4464,30888,54.7887
08-11-2018,t9,16.46429,63.22857,1026.2914285714,76662,6009.4464,30888,54.7571
09-11-2018,t9,16.61268,63.25352,1024.4325352113,67252.5,6009.4464,30888,54.8099
10-11-2018,t9,17.02113,62.82394,1025.3468309859,74913.75,6009.4464,30888,54.9296
11-11-2018,t9,15.70213,57.56028,1026.4094326241,4869,16630.5588,54612,55.2057
12-11-2018,t9,17.97857,48.53571,1024.8889285714,41618.25,6647.8923,26949,55.6643
13-11-2018,t9,14.91489,57.02837,1022.7382978723,2427.75,5521.1231,47460,56.1631
14-11-2018,t9,15.5,65.21875,1023.104375,58443.75,5521.1231,47460,56.9141
15-11-2018,t9,13.7554,78.48201,1025.9235971223,74173.5,5521.1231,47460,53.5755
16-11-2018,t9,14.48936,68.92908,1023.5196453901,72445.5,5521.1231,47460,53.1277
17-11-2018,t9,14.19424,70.25899,1021.8385611511,65873.25,5521.1231,47460,53.8921
18-11-2018,t9,16.1844,56.48936,1024.0277304965,67675.5,5521.1231,47460,54.2908
19-11-2018,t9,13.16901,35.44366,1027.3611267606,61989.75,5521.1231,47460,54.2113
20-11-2018,t9,12.0922,34.20567,1027.5617730496,71237.25,5521.1231,47460,54.2624
21-11-2018,t9,16.65926,58.6963,1026.7974074074,73577.25,5521.1231,47460,54.4222
22-11-2018,t9,15.52482,63.16312,1027.495248227,65301.75,5521.1231,47460,54.5674
23-11-2018,t9,15.8156,59.21277,1029.3185106383,73534.5,5521.1231,47460,54.8794
24-11-2018,t9,16.58571,54.63571,1026.7763571429,72283.5,5521.1231,47460,55.0286
25-11-2018,t9,17.9,49.41,1026.7712,71799.75,5783.7581,47460,55.34
